Critic_Score,Platform,Genre,Publisher,Name,Global_Sales
57.0,X360,Racing,THQ,World of Outlaws: Sprint Cars,0.18
63.0,XB,Action,Activision,Van Helsing,0.18
71.0,X360,Sports,Electronic Arts,Grand Slam Tennis 2,0.18
51.0,X360,Platform,D3Publisher,Ben 10 Ultimate Alien: Cosmic Destruction,0.18
38.0,X360,Sports,Ubisoft,Pure Futbol,0.18
58.0,PSP,Action,Activision,Spider-Man: Friend or Foe,0.18
77.0,GC,Shooter,Activision,Gun,0.18
52.0,Wii,Action,Namco Bandai Games,SoulCalibur Legends,0.18
59.0,Wii,Puzzle,Other,Squeeballs Party,0.18
45.0,PC,Shooter,Sega,Aliens: Colonial Marines,0.18
75.0,GBA,Sports,Electronic Arts,Tiger Woods PGA Tour 2004,0.18
83.0,PC,Sports,Electronic Arts,FIFA Soccer 11,0.18
81.0,PC,Shooter,Take-Two Interactive,Borderlands,0.18
79.0,Wii,Platform,THQ,de Blob 2,0.18
76.0,XB,Action,Konami Digital Entertainment,Silent Hill 4: The Room,0.18
67.0,PS2,Strategy,Eidos Interactive,Commandos 2: Men of Courage,0.18
70.0,X360,Action,Capcom,Remember Me,0.18
70.0,PC,Shooter,Bethesda Softworks,Brink,0.18
81.0,GC,Sports,Electronic Arts,FIFA Soccer 2002,0.18
72.0,PS,Misc,Infogrames,Atari Anniversary Edition Redux,0.18
69.0,X360,Misc,Microsoft Game Studios,Lips: Party Classics,0.18
61.0,GC,Platform,Ubisoft,Disney's Tarzan Untamed,0.18
62.0,PS3,Role-Playing,Nippon Ichi Software,Trinity Universe,0.18
67.0,PS4,Action,Other,Senran Kagura: Estival Versus,0.18
68.0,PS,Action,Take-Two Interactive,Ball Breakers,0.18
62.0,X360,Action,Namco Bandai Games,Splatterhouse,0.18
73.0,PS2,Misc,Sony Computer Entertainment,EyeToy: Groove,0.18
82.0,PS3,Misc,THQ,You Don't Know Jack,0.18
51.0,PS,Action,Unknown,Twisted Metal: Small Brawl,0.18
48.0,X360,Shooter,Unknown,Otomedius Excellent,0.18
39.0,GC,Adventure,Global Star,Charlie and the Chocolate Factory,0.18
59.0,PS2,Simulation,505 Games,Armored Core: Last Raven,0.18
38.0,DS,Racing,Electronic Arts,Burnout Legends,0.18
81.0,PS3,Sports,Take-Two Interactive,College Hoops 2K7,0.18
67.0,PS2,Sports,Konami Digital Entertainment,K-1 World Grand Prix,0.18
68.0,XB,Racing,THQ,Juiced,0.18
38.0,Wii,Action,505 Games,Naruto Shippuden: Dragon Blade Chronicles,0.18
47.0,GBA,Platform,Electronic Arts,Looney Tunes: Back in Action,0.18
59.0,Wii,Sports,Ubisoft,Shaun White Skateboarding,0.18
75.0,PS3,Racing,Codemasters,DiRT Showdown,0.18
83.0,GBA,Sports,Atari,Virtua Tennis,0.18
56.0,PS2,Racing,Sega,Sonic Riders: Zero Gravity,0.18
54.0,PS2,Fighting,Global Star,UFC: Sudden Impact,0.18
63.0,PS2,Sports,Midway Games,NBA Hoopz,0.18
60.0,PS,Sports,Empire Interactive,Speedball 2100,0.18
67.0,PS3,Racing,Sega,Full Auto 2: Battlelines,0.18
81.0,X360,Sports,Take-Two Interactive,College Hoops 2K8,0.18
51.0,PS3,Action,Activision,How to Train Your Dragon,0.18
65.0,X360,Action,Tecmo Koei,Dynasty Warriors: Gundam 3,0.18
85.0,XB,Sports,Electronic Arts,NHL 2004,0.18
62.0,XB,Misc,Namco Bandai Games,Namco Museum: 50th Anniversary,0.18
56.0,X360,Shooter,Other,Velvet Assassin,0.18
87.0,XB,Sports,Sega,NFL 2K2,0.18
44.0,PS3,Shooter,Square Enix,MindJack,0.18
53.0,PS2,Sports,Unknown,NBA Starting Five,0.18
59.0,PS4,Sports,Electronic Arts,NBA Live 16,0.18
58.0,DS,Fighting,THQ,WWE SmackDown vs. Raw 2009,0.18
38.0,PSP,Misc,Other,Dead or Alive Paradise,0.18
91.0,PC,Role-Playing,Namco Bandai Games,Dark Souls II,0.17
75.0,PS2,Action,Midway Games,The Suffering: Ties That Bind,0.17
78.0,PS2,Sports,Sony Computer Entertainment,EyeToy: Kinetic,0.17
73.0,XOne,Misc,Microsoft Game Studios,Project Spark,0.17
54.0,PS2,Shooter,Other,Army Men: Sarge's Heroes 2,0.17
68.0,PS2,Sports,Sega,SEGA Bass Fishing Duel,0.17
61.0,GBA,Action,Unknown,Teen Titans,0.17
39.0,GBA,Sports,BAM! Entertainment,Sports Illustrated for Kids: Baseball,0.17
63.0,DS,Sports,Konami Digital Entertainment,Winning Eleven: Pro Evolution Soccer 2007,0.17
49.0,PS2,Adventure,Other,Warriors of Might and Magic,0.17
31.0,PS3,Sports,Activision,Rapala Fishing Frenzy 2009,0.17
59.0,GC,Platform,Ubisoft,Open Season,0.17
44.0,PSV,Racing,Namco Bandai Games,Ridge Racer,0.17
61.0,PS3,Sports,Other,Major League Baseball 2K9,0.17
66.0,GBA,Misc,Crave Entertainment,World Championship Poker,0.17
66.0,GC,Sports,Take-Two Interactive,Major League Baseball 2K6,0.17
73.0,PS2,Sports,Sony Computer Entertainment,Smash Court Tennis Pro Tournament,0.17
72.0,X360,Racing,Atari,Race Pro,0.17
71.0,XB,Sports,Microsoft Game Studios,NBA Inside Drive 2004,0.17
66.0,PS2,Sports,Sony Computer Entertainment,Gretzky NHL 2005,0.17
72.0,PC,Role-Playing,Square Enix,Dungeon Siege III,0.17
61.0,GC,Platform,Vivendi Games,The Hobbit,0.17
66.0,PS4,Racing,Other,MotoGP 15,0.17
72.0,DS,Sports,Electronic Arts,Skate it,0.17
59.0,GC,Action,Activision,True Crime: New York City,0.17
82.0,XB,Shooter,Vivendi Games,Metal Arms: Glitch in the System,0.17
74.0,PS4,Action,Tecmo Koei,Toukiden Kiwami,0.17
82.0,Wii,Simulation,Unknown,Trauma Team,0.17
74.0,PC,Role-Playing,Other,The Secret World,0.17
70.0,GBA,Sports,Konami Digital Entertainment,ESPN Final Round Golf 2002,0.17
42.0,Wii,Simulation,Other,Iron Chef America: Supreme Cuisine,0.17
80.0,PS2,Shooter,Other,MDK2 Armageddon,0.17
69.0,X360,Sports,Take-Two Interactive,NHL 2K9,0.17
87.0,GC,Fighting,Electronic Arts,Fight Night Round 2,0.17
58.0,PS3,Sports,Unknown,Backbreaker,0.17
73.0,PS,Platform,Sony Computer Entertainment,Disney's Atlantis: The Lost Empire,0.17
59.0,DS,Adventure,Konami Digital Entertainment,Lost in Blue 3,0.17
51.0,PS3,Strategy,Sega,Stormrise,0.17
84.0,XB,Shooter,Midway Games,Psi-Ops: The Mindgate Conspiracy,0.17
52.0,X360,Action,Activision,X-Men: The Official Game,0.17
69.0,XB,Shooter,Vivendi Games,SWAT: Global Strike Team,0.17
69.0,X360,Action,Square Enix,Hitman: HD Trilogy,0.17
52.0,PS2,Racing,Other,MX World Tour Featuring Jamie Little,0.17
68.0,PS2,Strategy,Other,Goblin Commander: Unleash the Horde,0.17
65.0,PS2,Action,Other,World Destruction League: Thunder Tanks,0.17
71.0,PC,Shooter,Ubisoft,Tom Clancy's Ghost Recon: Future Soldier,0.17
53.0,PS3,Platform,Sony Computer Entertainment,PlayStation Move Heroes,0.17
71.0,PS2,Action,Midway Games,RoadKill,0.17
64.0,GC,Platform,Warner Bros. Interactive Entertainment,Looney Tunes: Back in Action,0.17
54.0,PS3,Action,THQ,Marvel Super Hero Squad: The Infinity Gauntlet,0.17
56.0,PS3,Action,Disney Interactive Studios,The Chronicles of Narnia: Prince Caspian,0.17
52.0,GBA,Platform,THQ,Tak: The Great Juju Challenge,0.17
75.0,X360,Sports,Take-Two Interactive,Top Spin 2,0.17
72.0,XB,Action,Other,Hunter: The Reckoning Redeemer,0.17
60.0,X360,Action,Sega,Captain America: Super Soldier,0.17
81.0,PSV,Misc,Nippon Ichi Software,Danganronpa 2: Goodbye Despair,0.17
82.0,XB,Action,Eidos Interactive,Thief: Deadly Shadows,0.17
68.0,PS3,Racing,Capcom,MotoGP 10/11,0.17
79.0,PSP,Sports,Sony Computer Entertainment,NBA 09: The Inside,0.17
61.0,GBA,Action,Electronic Arts,Batman Begins,0.17
77.0,Wii,Action,Ignition Entertainment,Mercury Meltdown Revolution,0.17
70.0,Wii,Misc,Sega,Let's TAP,0.17
48.0,PS2,Action,Universal Interactive,James Cameron's Dark Angel,0.17
58.0,PS3,Action,Warner Bros. Interactive Entertainment,The Lord of the Rings: Aragorn's Quest,0.17
57.0,XB,Action,Electronic Arts,Spawn: Armageddon,0.17
71.0,X360,Action,Activision,Bee Movie Game,0.17
65.0,GBA,Action,Disney Interactive Studios,Disney's Home on the Range,0.17
62.0,PSV,Role-Playing,Other,Conception II: Children of the Seven Stars,0.17
83.0,XOne,Role-Playing,Square Enix,Deus Ex: Mankind Divided,0.17
63.0,Wii,Puzzle,Deep Silver,Professor Heinz Wolff's Gravity,0.17
53.0,PS3,Fighting,Electronic Arts,FaceBreaker,0.17
78.0,PC,Shooter,LucasArts,Star Wars: Battlefront II,0.17
71.0,PS2,Sports,Tecmo Koei,Gallop Racer 2001,0.17
47.0,PS3,Action,Konami Digital Entertainment,Hellboy: The Science of Evil,0.17
69.0,X360,Racing,Capcom,MotoGP 09/10,0.17
46.0,PS2,Action,Electronic Arts,Catwoman,0.17
63.0,X360,Action,Activision,Monsters vs. Aliens,0.17
48.0,PS2,Action,Capcom,Beat Down: Fists of Vengeance,0.17
35.0,PS,Action,Other,World Destruction League: Thunder Tanks,0.17
68.0,PS2,Shooter,Atari,Terminator 3: The Redemption,0.17
73.0,X360,Action,Sega,Anarchy Reigns,0.17
80.0,GC,Sports,Electronic Arts,SSX On Tour,0.17
58.0,PS4,Action,Tecmo Koei,Bladestorm: Nightmare,0.17
51.0,X360,Action,Other,Fairytale Fights,0.17
78.0,PC,Action,Warner Bros. Interactive Entertainment,LEGO Marvel Super Heroes,0.17
73.0,GBA,Shooter,Electronic Arts,James Bond 007: Everything or Nothing,0.17
36.0,GC,Platform,TDK Mediactive,Shrek Extra Large,0.17
56.0,PS2,Sports,Sony Computer Entertainment,World Tour Soccer 2006,0.17
73.0,XB,Shooter,Infogrames,Gunvalkyrie,0.17
67.0,XB,Action,Take-Two Interactive,State of Emergency,0.17
72.0,PS2,Sports,Electronic Arts,Disney Golf,0.17
49.0,X360,Misc,Microsoft Game Studios,Fuzion Frenzy 2,0.17
70.0,PSV,Role-Playing,Nippon Ichi Software,Demon Gaze,0.17
49.0,PS,Adventure,Other,Clock Tower II: The Struggle Within,0.17
42.0,X360,Adventure,Ubisoft,CSI: Fatal Conspiracy,0.17
65.0,GC,Platform,Capcom,Mega Man Network Transmission,0.17
53.0,PS3,Action,Other,Fairytale Fights,0.17
49.0,PS2,Racing,Acclaim Entertainment,RC Revenge Pro,0.17
68.0,X360,Action,Disney Interactive Studios,G-Force,0.17
64.0,Wii,Sports,Ubisoft,Surf's Up,0.17
50.0,XB,Fighting,Eidos Interactive,Backyard Wrestling: Don't Try This at Home,0.17
54.0,XB,Action,Midway Games,Gauntlet: Dark Legacy,0.17
42.0,PS3,Role-Playing,Nippon Ichi Software,Time and Eternity,0.17
72.0,GC,Role-Playing,Activision,Lost Kingdoms,0.17
73.0,PSP,Action,Sony Computer Entertainment,Pursuit Force: Extreme Justice,0.17
72.0,PS3,Misc,Disney Interactive Studios,Disney Sing It: Family Hits,0.17
45.0,PS3,Action,Other,The Cursed Crusade,0.17
72.0,PS3,Racing,Namco Bandai Games,Ridge Racer Unbounded,0.17
57.0,GBA,Shooter,BAM! Entertainment,Wolfenstein 3D,0.17
76.0,PSP,Sports,Electronic Arts,NHL 07,0.17
72.0,DS,Shooter,SouthPeak Games,Dementium: The Ward,0.17
57.0,PSV,Action,Namco Bandai Games,Mobile Suit Gundam: Extreme VS Force,0.17
58.0,DS,Action,Disney Interactive Studios,TRON: Evolution,0.17
62.0,DS,Puzzle,Nintendo,Sudoku Gridmaster,0.17
65.0,X360,Racing,Deep Silver,NASCAR '14,0.17
50.0,PS3,Action,Activision,Bakugan Battle Brawlers: Defenders of the Core,0.17
61.0,PS3,Action,Warner Bros. Interactive Entertainment,Green Lantern: Rise of the Manhunters,0.17
41.0,XB,Shooter,Eidos Interactive,25 to Life,0.17
40.0,X360,Simulation,505 Games,Naval Assault: The Killing Tide,0.17
68.0,PS3,Sports,Electronic Arts,NCAA Basketball 09,0.17
72.0,PS2,Misc,Sega,Sega Superstars,0.17
77.0,PSP,Sports,Sony Computer Entertainment,MLB 11: The Show,0.17
57.0,Wii,Misc,Rising Star Games,Bomberman Land,0.17
72.0,GC,Misc,Midway Games,Midway Arcade Treasures,0.17
62.0,XB,Adventure,Vivendi Games,Leisure Suit Larry: Magna Cum Laude,0.17
44.0,DS,Platform,Namco Bandai Games,Pac-Man World 3,0.17
76.0,PSV,Action,Namco Bandai Games,One Piece: Pirate Warriors 3,0.17
71.0,GC,Adventure,Nintendo,Cubivore: Survival of the Fittest,0.17
77.0,3DS,Role-Playing,Sega,7th Dragon III Code: VFD,0.17
71.0,XB,Racing,Empire Interactive,FlatOut,0.17
52.0,DS,Misc,Other,Easy Piano,0.16
61.0,X360,Sports,Focus Home Interactive,Blood Bowl,0.16
65.0,PS2,Platform,Atari,Taz Wanted,0.16
74.0,PC,Action,Ubisoft,Far Cry: Primal,0.16
94.0,PC,Strategy,Take-Two Interactive,Sid Meier's Civilization IV,0.16
74.0,DS,Puzzle,Ignition Entertainment,Zoo Keeper,0.16
75.0,PSP,Racing,Sony Computer Entertainment,Pursuit Force,0.16
71.0,PS2,Racing,LucasArts,Star Wars: Super Bombad Racing,0.16
69.0,DS,Action,Activision,TransFormers Animated: The Game,0.16
64.0,Wii,Racing,Ubisoft,Driver: San Francisco,0.16
61.0,PS,Shooter,Other,Alien Resurrection,0.16
68.0,PS2,Sports,Sony Computer Entertainment,World Tour Soccer 2005,0.16
83.0,PS2,Sports,Sega,ESPN College Hoops,0.16
66.0,PS3,Fighting,Sega,Dengeki Bunko Fighting Climax,0.16
71.0,PS2,Racing,Electronic Arts,F1 Championship Season 2000,0.16
25.0,X360,Adventure,Codemasters,Leisure Suit Larry: Box Office Bust,0.16
74.0,GC,Shooter,TDK Mediactive,Robotech: Battlecry,0.16
42.0,X360,Action,Namco Bandai Games,Clash of the Titans,0.16
69.0,PS2,Adventure,Atari,Kya: Dark Lineage,0.16
72.0,XOne,Platform,Electronic Arts,Mirror's Edge Catalyst,0.16
65.0,GBA,Action,Namco Bandai Games,Curious George,0.16
47.0,PC,Strategy,,Stronghold 3,0.16
73.0,PS2,Simulation,Other,Lethal Skies II,0.16
59.0,3DS,Racing,Codemasters,F1 2011,0.16
77.0,PSP,Fighting,Majesco Entertainment,Guilty Gear Judgment,0.16
49.0,Wii,Sports,Electronic Arts,NCAA Football 09 All-Play,0.16
59.0,PS3,Action,Namco Bandai Games,Splatterhouse,0.16
53.0,3DS,Adventure,Konami Digital Entertainment,Doctor Lautrec and the Forgotten Knights,0.16
74.0,GC,Misc,Midway Games,Midway Arcade Treasures 2,0.16
59.0,GC,Racing,THQ,Hot Wheels World Race,0.16
49.0,Wii,Fighting,Konami Digital Entertainment,Castlevania Judgment,0.16
70.0,X360,Simulation,Activision,Apache: Air Assault,0.16
76.0,DS,Action,Sega,Aliens: Infestation,0.16
72.0,3DS,Simulation,Other,Return to PopoloCrois: A Story of Seasons Fairytale,0.16
66.0,PS3,Action,Activision,Angry Birds Trilogy,0.16
66.0,GC,Racing,Vivendi Games,Crash Tag Team Racing,0.16
75.0,X360,Action,Ignition Entertainment,El Shaddai: Ascension of the Metatron,0.16
45.0,PS3,Shooter,Other,NPPL: Championship Paintball 2009,0.16
66.0,DS,Sports,Nintendo,True Swing Golf,0.16
83.0,XB,Shooter,Electronic Arts,TimeSplitters: Future Perfect,0.16
61.0,Wii,Simulation,Majesco Entertainment,Zoo Hospital,0.16
67.0,PS2,Misc,Midway Games,Midway Arcade Treasures 3,0.16
37.0,Wii,Adventure,Other,Goosebumps HorrorLand,0.16
73.0,X360,Strategy,LucasArts,Thrillville: Off the Rails,0.16
81.0,PS2,Action,Ubisoft,Fatal Frame II: Crimson Butterfly,0.16
51.0,XOne,Action,Square Enix,Murdered: Soul Suspect,0.16
68.0,PS2,Adventure,Acclaim Entertainment,Shadow Man: 2econd Coming,0.16
75.0,XB,Action,Tecmo Koei,Dynasty Warriors 4,0.16
71.0,X360,Action,Other,Warriors Orochi 3,0.16
83.0,PS2,Sports,Activision,Wakeboarding Unleashed Featuring Shaun Murray,0.16
67.0,GC,Action,THQ,The Incredibles: Rise of the Underminer,0.16
51.0,PS3,Action,Ubisoft,Beowulf: The Game,0.16
67.0,Wii,Platform,Konami Digital Entertainment,Dewy's Adventure,0.16
77.0,PS,Adventure,Infogrames,Alone in the Dark: The New Nightmare,0.16
77.0,PS3,Sports,Take-Two Interactive,The BIGS,0.16
62.0,PS3,Shooter,LucasArts,Fracture,0.16
47.0,GC,Platform,D3Publisher,Flushed Away,0.16
52.0,Wii,Sports,Electronic Arts,NBA Live 08,0.16
55.0,PS3,Role-Playing,Other,Hyperdimension Neptunia Victory,0.16
61.0,PS2,Shooter,Konami Digital Entertainment,Silent Scope 3,0.16
52.0,GBA,Racing,Infogrames,NASCAR Heat 2002,0.16
74.0,Wii,Puzzle,Konami Digital Entertainment,Marble Saga: Kororinpa,0.16
56.0,GC,Action,Vivendi Games,Robots,0.16
57.0,PS3,Fighting,Ignition Entertainment,The King of Fighters XII,0.16
74.0,PSP,Role-Playing,Take-Two Interactive,Dungeon Siege: Throne of Agony,0.16
59.0,DS,Misc,THQ,Rio,0.16
66.0,DS,Action,THQ,Finding Nemo: Escape to the Big Blue,0.16
75.0,X360,Role-Playing,Namco Bandai Games,Culdcept SAGA,0.16
71.0,PC,Racing,Ubisoft,The Crew,0.16
37.0,Wii,Sports,Atari,Ready 2 Rumble Revolution,0.16
61.0,PS3,Action,Electronic Arts,Create,0.16
63.0,DS,Action,Vivendi Games,Eragon,0.16
70.0,PS3,Shooter,Vivendi Games,TimeShift,0.16
59.0,XB,Sports,Zoo Digital Publishing,Rapala Pro Fishing,0.16
50.0,DS,Action,Vivendi Games,Spyro: Shadow Legacy,0.16
73.0,PC,Simulation,Electronic Arts,The Sims 3: Seasons,0.16
58.0,PSP,Strategy,Vivendi Games,Scarface: Money. Power. Respect.,0.16
53.0,XOne,Strategy,Activision,Angry Birds Star Wars,0.16
69.0,X360,Sports,Midway Games,Blitz: The League,0.16
86.0,PC,Sports,Take-Two Interactive,NBA 2K12,0.16
73.0,PS2,Racing,Empire Interactive,FlatOut 2,0.16
64.0,PSP,Fighting,Atari,Naruto: Ultimate Ninja Heroes 2 - The Phantom Fortress,0.16
55.0,PS,Sports,Sony Computer Entertainment,NCAA Final Four 2001,0.16
62.0,PS3,Simulation,Ubisoft,Heroes over Europe,0.16
78.0,GBA,Racing,Konami Digital Entertainment,Konami Krazy Racers,0.16
84.0,XOne,Shooter,Take-Two Interactive,BioShock The Collection,0.16
77.0,GBA,Racing,Nintendo,F-Zero: GP Legend,0.16
33.0,Wii,Misc,Unknown,Vegas Party,0.16
62.0,GBA,Puzzle,Namco Bandai Games,Mr. Driller 2,0.16
77.0,Wii,Platform,Namco Bandai Games,Klonoa,0.16
82.0,PC,Shooter,Electronic Arts,Bulletstorm,0.16
38.0,PS4,Platform,Other,Putty Squad,0.16
77.0,PSP,Strategy,Other,Field Commander,0.16
74.0,DS,Fighting,Nintendo,Custom Robo Arena,0.16
67.0,PS3,Role-Playing,Tecmo Koei,Ar Nosurge: Ode to an Unborn Star,0.16
61.0,X360,Sports,Ubisoft,Shaun White Skateboarding,0.16
70.0,DS,Action,Namco Bandai Games,Dragon Ball: Origins 2,0.16
32.0,PS2,Shooter,Other,Trigger Man,0.16
82.0,PC,Role-Playing,Other,Wildstar,0.16
89.0,GC,Sports,Electronic Arts,Tiger Woods PGA Tour 2004,0.16
72.0,X360,Sports,Take-Two Interactive,Amped 3,0.16
67.0,PSP,Simulation,Rising Star Games,Innocent Life: A Futuristic Harvest Moon,0.16
84.0,GC,Sports,Sega,NBA 2K3,0.16
77.0,XB,Sports,Electronic Arts,NHL 2005,0.16
77.0,PS2,Fighting,Other,Arcana Heart,0.16
66.0,PS2,Shooter,Vivendi Games,Battlestar Galactica,0.16
64.0,DS,Adventure,Konami Digital Entertainment,Time Hollow,0.16
63.0,Wii,Action,THQ,Tak and the Guardians of Gross,0.16
60.0,X360,Action,Unknown,Jurassic Park: The Game,0.16
62.0,DS,Adventure,THQ,Monster House,0.16
68.0,PS3,Action,Tecmo Koei,Dynasty Warriors 8: Xtreme Legends,0.16
44.0,Wii,Fighting,Atari,Godzilla Unleashed,0.16
50.0,GBA,Action,TDK Mediactive,He-Man: Power of Grayskull,0.16
62.0,X360,Adventure,Focus Home Interactive,Sherlock Holmes vs. Jack the Ripper,0.16
55.0,PC,Shooter,Other,Sniper: Ghost Warrior,0.16
57.0,PS,Racing,Other,Polaris SnoCross,0.16
82.0,GBA,Sports,Activision,Mat Hoffman's Pro BMX 2,0.16
59.0,X360,Action,Other,Fist of the North Star: Ken's Rage,0.16
60.0,X360,Action,Activision,Chaotic: Shadow Warriors,0.16
63.0,GBA,Fighting,Namco Bandai Games,Digimon Battle Spirit 2,0.15
38.0,PS2,Racing,BAM! Entertainment,Driven,0.15
60.0,3DS,Adventure,Ubisoft,James Noir's Hollywood Crimes,0.15
64.0,PS2,Shooter,THQ,"Warhammer 40,000: Fire Warrior",0.15
73.0,PS3,Sports,Take-Two Interactive,All-Pro Football 2K8,0.15
80.0,DS,Role-Playing,Square Enix,Lufia: Curse of the Sinistrals,0.15
77.0,PS2,Misc,Codemasters,MTV Music Generator 2,0.15
55.0,PS3,Role-Playing,Nippon Ichi Software,Mugen Souls,0.15
78.0,DS,Action,Activision,Ultimate Spider-Man,0.15
89.0,GC,Racing,Acclaim Entertainment,Burnout 2: Point of Impact,0.15
36.0,PS2,Racing,Acclaim Entertainment,Paris-Dakar Rally,0.15
74.0,PS2,Role-Playing,Tecmo Koei,Atelier Iris: Eternal Mana,0.15
74.0,PC,Shooter,Warner Bros. Interactive Entertainment,F.E.A.R. 3,0.15
75.0,GC,Platform,THQ,Tak: The Great Juju Challenge,0.15
77.0,XOne,Misc,Disney Interactive Studios,Fantasia: Music Evolved,0.15
78.0,GC,Sports,Electronic Arts,Knockout Kings 2003,0.15
73.0,PSP,Puzzle,Konami Digital Entertainment,Bomberman,0.15
89.0,GC,Sports,Electronic Arts,NCAA Football 2004,0.15
83.0,GC,Racing,Acclaim Entertainment,XGIII: Extreme G Racing,0.15
48.0,PS2,Role-Playing,Atari,Digimon World 4,0.15
48.0,X360,Strategy,Sega,Stormrise,0.15
77.0,Wii,Adventure,Electronic Arts,The Godfather: Blackhand Edition,0.15
75.0,XOne,Action,Bethesda Softworks,Wolfenstein: The Old Blood,0.15
71.0,3DS,Platform,Namco Bandai Games,Naruto: Powerful Shippuden,0.15
44.0,XB,Racing,Zoo Digital Publishing,American Chopper,0.15
56.0,3DS,Action,Ubisoft,The Adventures of Tintin: The Game,0.15
65.0,X360,Action,Tecmo Koei,Dynasty Warriors 8,0.15
78.0,XB,Strategy,Deep Silver,Kingdom Under Fire: Heroes,0.15
53.0,XB,Action,Atari,The Terminator: Dawn of Fate,0.15
74.0,PSP,Shooter,THQ,Infected,0.15
77.0,X360,Simulation,Konami Digital Entertainment,Birds of Steel,0.15
54.0,X360,Racing,THQ,Cars: Race-O-Rama,0.15
81.0,PS3,Sports,Electronic Arts,NBA Street Homecourt,0.15
81.0,PC,Action,Other,Darksiders II,0.15
70.0,PS2,Racing,Konami Digital Entertainment,Enthusia Professional Racing,0.15
86.0,PC,Racing,Codemasters,DiRT 3,0.15
57.0,PS2,Sports,Sony Computer Entertainment,NCAA GameBreaker 2001,0.15
49.0,PS2,Misc,Eidos Interactive,Get On Da Mic,0.15
85.0,WiiU,Action,THQ,Darksiders II,0.15
56.0,GC,Shooter,Global Star,Army Men: Sarge's War,0.15
62.0,PS3,Sports,Midway Games,Blitz: The League II,0.15
64.0,X360,Shooter,Microsoft Game Studios,Project Sylpheed: Arc of Deception,0.15
26.0,DS,Racing,Zoo Digital Publishing,Bigfoot: Collision Course,0.15
61.0,GC,Platform,Konami Digital Entertainment,Frogger's Adventures: The Rescue,0.15
66.0,PS3,Sports,Take-Two Interactive,NHL 2K10,0.15
67.0,PS2,Sports,Konami Digital Entertainment,MLB Power Pros 2008,0.15
77.0,DS,Puzzle,Other,WordJong,0.15
65.0,PS3,Role-Playing,Nippon Ichi Software,Tears to Tiara II: Heir of the Overlord,0.15
75.0,DS,Puzzle,D3Publisher,Puzzle Quest: Galactrix,0.15
77.0,X360,Platform,THQ,de Blob 2,0.15
30.0,PS,Action,Activision,Disney's The Lion King: Simba's Mighty Adventure,0.15
53.0,Wii,Action,Tecmo Koei,Samurai Warriors: Katana,0.15
63.0,PS3,Sports,Sony Computer Entertainment,NBA 09: The Inside,0.15
72.0,PSP,Role-Playing,Sony Computer Entertainment,Kingdom of Paradise,0.15
60.0,PSP,Fighting,Namco Bandai Games,Naruto Shippuden: Legends: Akatsuki Rising,0.15
55.0,X360,Action,THQ,Marvel Super Hero Squad: The Infinity Gauntlet,0.15
82.0,DS,Fighting,Sega,Bleach: Dark Souls,0.15
75.0,GBA,Action,Ubisoft,Prince of Persia: The Sands of Time,0.15
57.0,DS,Action,Ubisoft,Prince of Persia: The Forgotten Sands,0.15
89.0,XB,Sports,Sega,World Series Baseball 2K3,0.15
75.0,XB,Shooter,Take-Two Interactive,Serious Sam,0.15
75.0,DS,Puzzle,Ubisoft,Bomberman,0.15
74.0,GC,Action,Capcom,Killer7,0.15
51.0,GC,Platform,Sega,Super Monkey Ball Adventure,0.15
81.0,PS,Sports,Electronic Arts,FIFA Soccer 2002,0.15
79.0,XB,Fighting,Capcom,Street Fighter Anniversary Collection,0.15
61.0,XB,Shooter,Atari,Shadow Ops: Red Mercury,0.15
83.0,PS2,Adventure,Atari,Indigo Prophecy,0.15
62.0,X360,Sports,Electronic Arts,FIFA 06: Road to FIFA World Cup,0.15
54.0,PS2,Sports,Sony Computer Entertainment,NBA ShootOut 2001,0.15
64.0,PS2,Role-Playing,Atari,Musashi: Samurai Legend,0.15
78.0,PSV,Role-Playing,Sony Computer Entertainment,Oreshika: Tainted Bloodlines,0.15
83.0,PS2,Racing,Electronic Arts,F1 2001,0.15
83.0,PC,Action,THQ,Darksiders,0.15
59.0,GC,Simulation,Other,Top Gun: Combat Zones,0.15
47.0,PS3,Action,Take-Two Interactive,Fantastic Four: Rise of the Silver Surfer,0.15
